trace_name,split,trace_p_arrival_sample,trace_s_arrival_sample,trace_sampling_rate_hz,trace_channel,trace_npts,station_code,station_latitude_deg,station_longitude_deg,source_magnitude,source_depth_km,source_distance_km,source_latitude_deg,source_longitude_deg,event_name,preprocess_method,preprocess_highpass_hz
GIF0260401061450,train,1421,3183,100.0,ZNE,11900,GIF026,35.5912,136.7414,5.4,37.0,153.09,34.215,136.714,0401061450,raw-accel,1.0
WKY0140401061450,train,1407,2734,100.0,ZNE,11900,WKY014,33.7053,135.6397,5.4,37.0,114.176,34.215,136.714,0401061450,raw-accel,1.0
MIE0160401061450,train,1392,2413,100.0,ZNE,11900,MIE016,33.8764,135.9188,5.4,37.0,82.397,34.215,136.714,0401061450,raw-accel,1.0
MIE0110401061450,train,1413,2016,100.0,ZNE,11900,MIE011,34.4283,136.3329,5.4,37.0,42.29,34.215,136.714,0401061450,raw-accel,1.0
NAR0090401061450,train,1436,2582,100.0,ZNE,11900,NAR009,33.938,135.7552,5.4,37.0,93.55,34.215,136.714,0401061450,raw-accel,1.0
GIF0170401061450,train,1294,2924,100.0,ZNE,11900,GIF017,35.487,136.5679,5.4,37.0,142.107,34.215,136.714,0401061450,raw-accel,1.0
WKY0070401061450,train,1476,2631,100.0,ZNE,11900,WKY007,33.8375,135.7735,5.4,37.0,96.329,34.215,136.714,0401061450,raw-accel,1.0
MIE0170401061450,train,1461,2040,100.0,ZNE,11900,MIE017,34.3624,136.3348,5.4,37.0,38.511,34.215,136.714,0401061450,raw-accel,1.0
GIF0200401061450,train,1398,2947,100.0,ZNE,11900,GIF020,35.4243,136.7553,5.4,37.0,134.559,34.215,136.714,0401061450,raw-accel,1.0
NAR0080401061450,train,1472,2311,100.0,ZNE,11900,NAR008,34.1352,136.0046,5.4,37.0,65.88,34.215,136.714,0401061450,raw-accel,1.0
IWT0170306151753,train,285,1460,100.0,ZNE,11900,IWT017,39.6336,141.4376,4.1,72.0,86.41,38.875,141.654,0306151753,raw-accel,1.0
IWT0130306151753,train,449,1388,100.0,ZNE,11900,IWT013,39.3367,141.5378,4.1,72.0,52.323,38.875,141.654,0306151753,raw-accel,1.0
MYG0020306151753,train,866,1657,100.0,ZNE,11900,MYG002,38.7262,141.5109,4.1,72.0,20.683,38.875,141.654,0306151753,raw-accel,1.0
MYG0030306151753,train,627,1467,100.0,ZNE,11900,MYG003,38.7348,141.3106,4.1,72.0,33.602,38.875,141.654,0306151753,raw-accel,1.0
MYG0040306151753,train,316,1276,100.0,ZNE,11900,MYG004,38.7292,141.0217,4.1,72.0,57.157,38.875,141.654,0306151753,raw-accel,1.0
MYG0110306151753,train,438,1465,100.0,ZNE,11900,MYG011,38.2972,141.5043,4.1,72.0,65.571,38.875,141.654,0306151753,raw-accel,1.0
IWT0070306151753,train,505,1408,100.0,ZNE,11900,IWT007,39.2701,141.8561,4.1,72.0,47.284,38.875,141.654,0306151753,raw-accel,1.0
IWT0090306151753,train,682,1499,100.0,ZNE,11900,IWT009,39.0187,141.4031,4.1,72.0,26.954,38.875,141.654,0306151753,raw-accel,1.0
MYG0080306151753,train,537,1382,100.0,ZNE,11900,MYG008,38.5769,141.4514,4.1,72.0,37.529,38.875,141.654,0306151753,raw-accel,1.0
GIF0010211150729,dev,1451,1726,100.0,ZNE,11900,GIF001,36.2742,136.8978,3.7,8.0,20.266,36.305,136.675,0211150729,raw-accel,1.0
ISK0130211150729,dev,1165,1390,100.0,ZNE,11900,ISK013,36.1769,136.6245,3.7,8.0,14.951,36.305,136.675,0211150729,raw-accel,1.0
TYM0120211150729,dev,998,1453,100.0,ZNE,11900,TYM012,36.4411,137.0353,3.7,8.0,35.642,36.305,136.675,0211150729,raw-accel,1.0
ISK0120211150729,dev,1432,1562,100.0,ZNE,11900,ISK012,36.3575,136.6045,3.7,8.0,8.603,36.305,136.675,0211150729,raw-accel,1.0
GIF0020211150729,dev,1040,1453,100.0,ZNE,11900,GIF002,36.2734,137.0253,3.7,8.0,31.601,36.305,136.675,0211150729,raw-accel,1.0
HYG0210310082335,train,1408,1587,100.0,ZNE,11900,HYG021,34.6898,135.1583,4.2,14.0,2.09,34.683,135.137,0310082335,raw-accel,1.0
KYT0110310082335,train,732,1403,100.0,ZNE,11900,KYT011,35.017,135.5638,4.2,14.0,53.831,34.683,135.137,0310082335,raw-accel,1.0
SIG0110310082335,train,383,1428,100.0,ZNE,11900,SIG011,34.8779,136.0587,4.2,14.0,86.947,34.683,135.137,0310082335,raw-accel,1.0
SIG0090310082335,train,296,1422,100.0,ZNE,11900,SIG009,35.0051,136.0854,4.2,14.0,93.694,34.683,135.137,0310082335,raw-accel,1.0
HYG0190310082335,train,1481,1903,100.0,ZNE,11900,HYG019,34.832,134.8236,4.2,14.0,33.088,34.683,135.137,0310082335,raw-accel,1.0
HYG0080310082335,train,1421,2139,100.0,ZNE,11900,HYG008,35.1482,134.788,4.2,14.0,60.749,34.683,135.137,0310082335,raw-accel,1.0
HYG0200310082335,train,1466,1754,100.0,ZNE,11900,HYG020,34.7976,134.9899,4.2,14.0,18.527,34.683,135.137,0310082335,raw-accel,1.0
HYG0230310082335,train,1406,1636,100.0,ZNE,11900,HYG023,34.6444,134.9999,4.2,14.0,13.257,34.683,135.137,0310082335,raw-accel,1.0
KYT0130310082335,train,614,1400,100.0,ZNE,11900,KYT013,34.8784,135.8047,4.2,14.0,64.754,34.683,135.137,0310082335,raw-accel,1.0
KMM0140007230310,dev,918,1410,100.0,ZNE,11900,KMM014,32.3987,130.8244,3.4,11.0,36.06,32.72,130.773,0007230310,raw-accel,1.0
KMM0060007230310,dev,1392,1562,100.0,ZNE,11900,KMM006,32.7875,130.7696,3.4,11.0,7.515,32.72,130.773,0007230310,raw-accel,1.0
KMM0090007230310,dev,1446,1732,100.0,ZNE,11900,KMM009,32.6856,130.9892,3.4,11.0,20.594,32.72,130.773,0007230310,raw-accel,1.0
KMM0110007230310,dev,1464,1678,100.0,ZNE,11900,KMM011,32.6167,130.8652,3.4,11.0,14.371,32.72,130.773,0007230310,raw-accel,1.0
FKS0040310311006,train,1104,3214,100.0,ZNE,11900,FKS004,37.6799,140.7346,6.8,33.0,173.122,37.831,142.694,0310311006,raw-accel,1.0
IWT0090310311006,train,1134,3279,100.0,ZNE,11900,IWT009,39.0187,141.4031,6.8,33.0,173.502,37.831,142.694,0310311006,raw-accel,1.0
FKS0050310311006,train,1323,3194,100.0,ZNE,13100,FKS005,37.6385,140.9849,6.8,33.0,151.853,37.831,142.694,0310311006,raw-accel,1.0
FKS0010310311006,train,1164,3119,100.0,ZNE,14400,FKS001,37.7949,140.9196,6.8,33.0,155.967,37.831,142.694,0310311006,raw-accel,1.0
IWT0100310311006,train,835,3037,100.0,ZNE,13700,IWT010,38.9334,141.1173,6.8,33.0,184.203,37.831,142.694,0310311006,raw-accel,1.0
MYG0020310311006,train,1333,3185,100.0,ZNE,12700,MYG002,38.7262,141.5109,6.8,33.0,143.473,37.831,142.694,0310311006,raw-accel,1.0
MYG0110310311006,train,1296,2845,100.0,ZNE,13900,MYG011,38.2972,141.5043,6.8,33.0,116.373,37.831,142.694,0310311006,raw-accel,1.0
OKY0150209161357,test,1423,1686,100.0,ZNE,11900,OKY015,35.2793,133.9256,3.5,9.0,19.598,35.368,133.739,0209161357,raw-accel,1.0
TTR0050209161357,test,1465,1613,100.0,ZNE,11900,TTR005,35.429,133.8253,3.5,9.0,10.356,35.368,133.739,0209161357,raw-accel,1.0
OKY0010209161357,test,1435,1657,100.0,ZNE,11900,OKY001,35.1945,133.7314,3.5,9.0,19.31,35.368,133.739,0209161357,raw-accel,1.0
OKY0050209161357,test,961,1469,100.0,ZNE,11900,OKY005,35.0098,133.7317,3.5,9.0,39.847,35.368,133.739,0209161357,raw-accel,1.0
TTR0070209161357,test,1110,1438,100.0,ZNE,11900,TTR007,35.2826,133.4876,3.5,9.0,24.712,35.368,133.739,0209161357,raw-accel,1.0
TTR0060209161357,test,1118,1412,100.0,ZNE,11900,TTR006,35.5106,133.6303,3.5,9.0,18.671,35.368,133.739,0209161357,raw-accel,1.0
YMG0130512172327,train,1120,1535,100.0,ZNE,6000,YMG013,34.031,131.5348,3.7,16.0,30.911,33.902,131.238,0512172327,raw-accel,1.0
OIT0050512172327,train,850,1517,100.0,ZNE,6000,OIT005,33.4549,131.1142,3.7,16.0,51.032,33.902,131.238,0512172327,raw-accel,1.0
YMG0020512172327,train,860,1581,100.0,ZNE,6000,YMG002,34.4073,131.3987,3.7,16.0,58.116,33.902,131.238,0512172327,raw-accel,1.0
OIT0020512172327,train,1031,1524,100.0,ZNE,6000,OIT002,33.5685,131.2678,3.7,16.0,37.196,33.902,131.238,0512172327,raw-accel,1.0
YMG0010512172327,train,414,1455,100.0,ZNE,6000,YMG001,34.6173,131.6019,3.7,16.0,86.307,33.902,131.238,0512172327,raw-accel,1.0
YMG0170512172327,train,588,1560,100.0,ZNE,6000,YMG017,33.9649,132.1011,3.7,16.0,79.956,33.902,131.238,0512172327,raw-accel,1.0
YMG0100512172327,train,567,1509,100.0,ZNE,6000,YMG010,34.2304,131.9822,3.7,16.0,77.691,33.902,131.238,0512172327,raw-accel,1.0
YMG0110512172327,train,1084,1469,100.0,ZNE,6000,YMG011,34.0643,131.0214,3.7,16.0,26.925,33.902,131.238,0512172327,raw-accel,1.0
YMG0160512172327,train,373,1472,100.0,ZNE,6000,YMG016,34.1699,132.1766,3.7,16.0,91.5,33.902,131.238,0512172327,raw-accel,1.0
YMG0120512172327,train,1354,1600,100.0,ZNE,6000,YMG012,33.9941,131.2181,3.7,16.0,10.407,33.902,131.238,0512172327,raw-accel,1.0
OIT0030512172327,train,925,1482,100.0,ZNE,6000,OIT003,33.5583,131.4489,3.7,16.0,42.919,33.902,131.238,0512172327,raw-accel,1.0
OIT0040512172327,train,872,1602,100.0,ZNE,6000,OIT004,33.5666,131.7378,3.7,16.0,59.405,33.902,131.238,0512172327,raw-accel,1.0
FKO0040512172327,train,1089,1475,100.0,ZNE,11900,FKO004,33.7388,131.0095,3.7,16.0,27.845,33.902,131.238,0512172327,raw-accel,1.0
OIT0070512172327,train,768,1570,100.0,ZNE,6000,OIT007,33.4152,131.6148,3.7,16.0,64.409,33.902,131.238,0512172327,raw-accel,1.0
YMG0080512172327,train,1268,1559,100.0,ZNE,6000,YMG008,34.0121,131.4042,3.7,16.0,19.623,33.902,131.238,0512172327,raw-accel,1.0
IWT0140211031237,train,1337,2617,100.0,ZNE,14400,IWT014,39.4844,141.147,6.1,46.0,107.616,38.896,142.138,0211031237,raw-accel,1.0
IWT0130211031237,train,1463,2412,100.0,ZNE,18500,IWT013,39.3367,141.5378,6.1,46.0,71.312,38.896,142.138,0211031237,raw-accel,1.0
MYG0080211031237,train,1426,2294,100.0,ZNE,18200,MYG008,38.5769,141.4514,6.1,46.0,69.341,38.896,142.138,0211031237,raw-accel,1.0
MYG0060211031237,train,1458,2687,100.0,ZNE,19100,MYG006,38.5801,140.9654,6.1,46.0,107.628,38.896,142.138,0211031237,raw-accel,1.0
IWT0190211031237,train,1233,2564,100.0,ZNE,12100,IWT019,39.8428,141.7952,6.1,46.0,109.356,38.896,142.138,0211031237,raw-accel,1.0
IWT0060211031237,train,1292,2212,100.0,ZNE,18300,IWT006,39.4806,141.9652,6.1,46.0,66.707,38.896,142.138,0211031237,raw-accel,1.0
FKS0020211031237,train,600,2577,100.0,ZNE,11900,FKS002,37.8449,140.6013,6.1,46.0,177.83,38.896,142.138,0211031237,raw-accel,1.0
IWT0080211031237,train,1425,2123,100.0,ZNE,18100,IWT008,39.0815,141.7083,6.1,46.0,42.494,38.896,142.138,0211031237,raw-accel,1.0
YMT0050211031237,train,1371,3330,100.0,ZNE,11900,YMT005,38.607,140.1621,6.1,46.0,174.378,38.896,142.138,0211031237,raw-accel,1.0
IWT0250211031237,train,1334,2886,100.0,ZNE,11900,IWT025,39.5169,140.8301,6.1,46.0,132.194,38.896,142.138,0211031237,raw-accel,1.0
MYG0070211031237,train,1112,2154,100.0,ZNE,12000,MYG007,38.5876,141.2506,6.1,46.0,84.281,38.896,142.138,0211031237,raw-accel,1.0
IWT0180211031237,train,1325,2775,100.0,ZNE,11900,IWT018,39.6953,141.1478,6.1,46.0,123.159,38.896,142.138,0211031237,raw-accel,1.0
AKT0230211031237,train,1244,2731,100.0,ZNE,11900,AKT023,39.1462,140.717,6.1,46.0,125.906,38.896,142.138,0211031237,raw-accel,1.0
IWT0090211031237,train,1476,2361,100.0,ZNE,19500,IWT009,39.0187,141.4031,6.1,46.0,65.011,38.896,142.138,0211031237,raw-accel,1.0
IWT0070211031237,train,1374,2134,100.0,ZNE,19000,IWT007,39.2701,141.8561,6.1,46.0,48.205,38.896,142.138,0211031237,raw-accel,1.0
FKS0040211031237,train,1073,3090,100.0,ZNE,11900,FKS004,37.6799,140.7346,6.1,46.0,182.497,38.896,142.138,0211031237,raw-accel,1.0
YMT0110211031237,train,534,2504,100.0,ZNE,11900,YMT011,38.1502,140.2674,6.1,46.0,182.69,38.896,142.138,0211031237,raw-accel,1.0
IWT0150211031237,train,1362,2844,100.0,ZNE,11900,IWT015,39.318,140.7792,6.1,46.0,126.318,38.896,142.138,0211031237,raw-accel,1.0
AKT0180211031237,train,1353,3271,100.0,ZNE,11900,AKT018,39.1939,140.1902,6.1,46.0,171.487,38.896,142.138,0211031237,raw-accel,1.0
AKT0120211031237,train,1085,2822,100.0,ZNE,11900,AKT012,39.6991,140.7181,6.1,46.0,151.377,38.896,142.138,0211031237,raw-accel,1.0
MYG0110211031237,train,1425,2488,100.0,ZNE,19800,MYG011,38.2972,141.5043,6.1,46.0,86.431,38.896,142.138,0211031237,raw-accel,1.0
IWT0160211031237,train,1366,2475,100.0,ZNE,11900,IWT016,39.5997,141.6789,6.1,46.0,87.692,38.896,142.138,0211031237,raw-accel,1.0
YMT0150211031237,train,1475,3705,100.0,ZNE,13900,YMT015,37.9043,140.0996,6.1,46.0,209.127,38.896,142.138,0211031237,raw-accel,1.0
IWT0110211031237,train,1419,2500,100.0,ZNE,14200,IWT011,39.1454,141.152,6.1,46.0,89.605,38.896,142.138,0211031237,raw-accel,1.0
IWT0030211031237,train,1283,2731,100.0,ZNE,13500,IWT003,40.0083,141.8861,6.1,46.0,125.594,38.896,142.138,0211031237,raw-accel,1.0
IWT0050211031237,train,1430,2514,100.0,ZNE,18300,IWT005,39.6472,141.9464,6.1,46.0,85.166,38.896,142.138,0211031237,raw-accel,1.0
IWT0100211031237,train,1389,2466,100.0,ZNE,12000,IWT010,38.9334,141.1173,6.1,46.0,88.432,38.896,142.138,0211031237,raw-accel,1.0
IWT0170211031237,train,1439,2704,100.0,ZNE,18400,IWT017,39.6336,141.4376,6.1,46.0,101.825,38.896,142.138,0211031237,raw-accel,1.0
HKD0860309260724,train,373,1359,100.0,ZNE,11900,HKD086,42.8526,143.8636,4.6,47.0,69.067,42.265,143.591,0309260724,raw-accel,1.0
HKD0970309260724,train,1431,2176,100.0,ZNE,11900,HKD097,42.6181,143.4209,4.6,47.0,41.682,42.265,143.591,0309260724,raw-accel,1.0
HKD0960309260724,train,1410,2258,100.0,ZNE,11900,HKD096,42.6975,143.1356,4.6,47.0,60.906,42.265,143.591,0309260724,raw-accel,1.0
HKD1000309260724,train,833,1407,100.0,ZNE,11900,HKD100,42.2864,143.312,4.6,47.0,23.084,42.265,143.591,0309260724,raw-accel,1.0
MYG0110308230105,train,1389,1763,100.0,ZNE,11900,MYG011,38.2972,141.5043,3.9,13.0,33.874,38.451,141.169,0308230105,raw-accel,1.0
MYG0050308230105,train,606,1426,100.0,ZNE,12000,MYG005,38.7992,140.6507,3.9,13.0,59.4,38.451,141.169,0308230105,raw-accel,1.0
MYG0060308230105,train,1435,1745,100.0,ZNE,11900,MYG006,38.5801,140.9654,3.9,13.0,22.807,38.451,141.169,0308230105,raw-accel,1.0
MYG0100308230105,train,1426,1551,100.0,ZNE,11900,MYG010,38.4282,141.2809,3.9,13.0,10.073,38.451,141.169,0308230105,raw-accel,1.0
MYG0080308230105,train,780,1153,100.0,ZNE,11900,MYG008,38.5769,141.4514,3.9,13.0,28.287,38.451,141.169,0308230105,raw-accel,1.0
IWT0090308230105,train,482,1362,100.0,ZNE,11900,IWT009,39.0187,141.4031,3.9,13.0,66.329,38.451,141.169,0308230105,raw-accel,1.0
MYG0090308230105,train,1015,1369,100.0,ZNE,11900,MYG009,38.4466,140.8874,3.9,13.0,24.535,38.451,141.169,0308230105,raw-accel,1.0
FKS0130104121602,train,554,1670,100.0,ZNE,11900,FKS013,37.09,140.5563,5.0,44.0,104.289,37.258,141.714,0104121602,raw-accel,1.0
FKS0060104121602,train,1426,2417,100.0,ZNE,11900,FKS006,37.5031,140.7588,5.0,44.0,88.715,37.258,141.714,0104121602,raw-accel,1.0
FKS0080104121602,train,1417,2518,100.0,ZNE,11900,FKS008,37.4363,140.5668,5.0,44.0,103.358,37.258,141.714,0104121602,raw-accel,1.0
FKS0010104121602,train,1447,2505,100.0,ZNE,11900,FKS001,37.7949,140.9196,5.0,44.0,92.068,37.258,141.714,0104121602,raw-accel,1.0
IBR0190104121602,train,647,2947,200.0,ZNE,16600,IBR019,36.8808,140.6544,5.0,44.0,102.971,37.258,141.714,0104121602,raw-accel,1.0
IBR0020104121602,train,542,1737,100.0,ZNE,11900,IBR002,36.7061,140.7068,5.0,44.0,108.519,37.258,141.714,0104121602,raw-accel,1.0
FKS0090104121602,train,1417,2439,100.0,ZNE,11900,FKS009,37.2778,140.6349,5.0,44.0,95.542,37.258,141.714,0104121602,raw-accel,1.0
FKS0070104121602,train,1482,2297,100.0,ZNE,11900,FKS007,37.4061,140.9632,5.0,44.0,68.413,37.258,141.714,0104121602,raw-accel,1.0
FKS0180104121602,train,1476,2704,100.0,ZNE,11900,FKS018,37.3961,140.3622,5.0,44.0,120.543,37.258,141.714,0104121602,raw-accel,1.0
FKS0120104121602,train,485,1492,100.0,ZNE,11900,FKS012,36.9069,140.7929,5.0,44.0,90.582,37.258,141.714,0104121602,raw-accel,1.0
TCG0140104121602,train,1275,2945,100.0,ZNE,11900,TCG014,36.545,140.1742,5.0,44.0,158.257,37.258,141.714,0104121602,raw-accel,1.0
IBR0030104121602,train,1258,2622,100.0,ZNE,11900,IBR003,36.5915,140.6453,5.0,44.0,120.52,37.258,141.714,0104121602,raw-accel,1.0
FKS0310104121602,train,1428,2344,100.0,ZNE,11900,FKS031,37.3364,140.8132,5.0,44.0,80.179,37.258,141.714,0104121602,raw-accel,1.0
FKS0110104121602,train,1474,2338,100.0,ZNE,11900,FKS011,37.0911,140.9035,5.0,44.0,74.19,37.258,141.714,0104121602,raw-accel,1.0
FKS0040104121602,train,1444,2516,100.0,ZNE,11900,FKS004,37.6799,140.7346,5.0,44.0,98.373,37.258,141.714,0104121602,raw-accel,1.0
FKS0020104121602,train,1224,2458,100.0,ZNE,11900,FKS002,37.8449,140.6013,5.0,44.0,117.849,37.258,141.714,0104121602,raw-accel,1.0
FKS0100104121602,train,1458,2196,100.0,ZNE,11900,FKS010,37.2342,141.0016,5.0,44.0,63.132,37.258,141.714,0104121602,raw-accel,1.0
KGS0100602200211,train,742,1431,100.0,ZNE,11900,KGS010,31.7123,130.2735,4.1,12.0,55.007,32.073,129.875,0602200211,raw-accel,1.0
KGS0360602200211,train,1083,1468,100.0,ZNE,11900,KGS036,31.836,129.8678,4.1,12.0,26.369,32.073,129.875,0602200211,raw-accel,1.0
KGS0040602200211,train,1017,1441,100.0,ZNE,11900,KGS004,32.0145,130.1927,4.1,12.0,30.651,32.073,129.875,0602200211,raw-accel,1.0
NGN0209808160331,train,416,1237,100.0,ZNE,11900,NGN020,35.8282,137.9532,5.4,5.0,61.939,36.32,137.63,9808160331,raw-accel,1.0
NGN0239808160331,train,1471,2652,100.0,ZNE,5000,NGN023,35.5787,138.0338,5.4,5.0,90.113,36.32,137.63,9808160331,raw-accel,1.0
TYM0129808160331,train,1248,1964,100.0,ZNE,11900,TYM012,36.4411,137.0353,5.4,5.0,54.931,36.32,137.63,9808160331,raw-accel,1.0
GIF0089808160331,train,651,1379,100.0,ZNE,11900,GIF008,35.9515,137.26,5.4,5.0,52.769,36.32,137.63,9808160331,raw-accel,1.0
GIF0019808160331,train,1248,2107,100.0,ZNE,11900,GIF001,36.2742,136.8978,5.4,5.0,65.834,36.32,137.63,9808160331,raw-accel,1.0
NGN0139808160331,train,1482,1801,100.0,ZNE,4500,NGN013,36.1833,137.7852,5.4,5.0,20.615,36.32,137.63,9808160331,raw-accel,1.0
GIF0109808160331,train,413,1298,100.0,ZNE,11900,GIF010,35.8029,137.245,5.4,5.0,67.129,36.32,137.63,9808160331,raw-accel,1.0
NGN0199808160331,train,637,1368,100.0,ZNE,11900,NGN019,35.8562,137.7078,5.4,5.0,52.059,36.32,137.63,9808160331,raw-accel,1.0
GIF0029808160331,train,1363,2080,100.0,ZNE,11900,GIF002,36.2734,137.0253,5.4,5.0,54.455,36.32,137.63,9808160331,raw-accel,1.0
YMN0029808160331,train,1235,2973,100.0,ZNE,11900,YMN002,35.6132,138.947,5.4,5.0,142.253,36.32,137.63,9808160331,raw-accel,1.0
GIF0039808160331,train,1017,1429,100.0,ZNE,11900,GIF003,36.3322,137.3014,5.4,5.0,29.477,36.32,137.63,9808160331,raw-accel,1.0
MYG0030401120115,dev,611,1493,100.0,ZNE,11900,MYG003,38.7348,141.3106,3.4,74.0,36.093,38.945,141.628,0401120115,raw-accel,1.0
IWT0120401120115,dev,379,1424,100.0,ZNE,11900,IWT012,39.3209,141.1378,3.4,74.0,59.47,38.945,141.628,0401120115,raw-accel,1.0
IWT0070401120115,dev,535,1398,100.0,ZNE,11900,IWT007,39.2701,141.8561,3.4,74.0,41.171,38.945,141.628,0401120115,raw-accel,1.0
MYG0110401120115,dev,1384,2509,100.0,ZNE,11900,MYG011,38.2972,141.5043,3.4,74.0,72.85,38.945,141.628,0401120115,raw-accel,1.0
MYG0010401120115,dev,612,1377,100.0,ZNE,11900,MYG001,38.9015,141.5684,3.4,74.0,7.072,38.945,141.628,0401120115,raw-accel,1.0
IWT0130401120115,dev,470,1387,100.0,ZNE,11900,IWT013,39.3367,141.5378,3.4,74.0,44.257,38.945,141.628,0401120115,raw-accel,1.0
MYG0020401120115,dev,1374,2184,100.0,ZNE,11900,MYG002,38.7262,141.5109,3.4,74.0,26.366,38.945,141.628,0401120115,raw-accel,1.0
IWT0090401120115,dev,641,1449,100.0,ZNE,11900,IWT009,39.0187,141.4031,3.4,74.0,21.102,38.945,141.628,0401120115,raw-accel,1.0
IWT0070412141820,dev,512,1423,100.0,ZNE,11900,IWT007,39.2701,141.8561,3.9,69.0,56.401,38.805,141.596,0412141820,raw-accel,1.0
IWT0090412141820,dev,1432,2225,100.0,ZNE,11900,IWT009,39.0187,141.4031,3.9,69.0,29.046,38.805,141.596,0412141820,raw-accel,1.0
IWT0120412141820,dev,453,1501,100.0,ZNE,11900,IWT012,39.3209,141.1378,3.9,69.0,69.703,38.805,141.596,0412141820,raw-accel,1.0
IWT0080412141820,dev,1528,2354,100.0,ZNE,6000,IWT008,39.0815,141.7083,3.9,69.0,32.252,38.805,141.596,0412141820,raw-accel,1.0
MYG0080412141820,dev,717,1511,100.0,ZNE,6000,MYG008,38.5769,141.4514,3.9,69.0,28.307,38.805,141.596,0412141820,raw-accel,1.0
MYG0020412141820,dev,1367,2100,100.0,ZNE,6600,MYG002,38.7262,141.5109,3.9,69.0,11.458,38.805,141.596,0412141820,raw-accel,1.0
IWT0100412141820,dev,624,1497,100.0,ZNE,6000,IWT010,38.9334,141.1173,3.9,69.0,43.846,38.805,141.596,0412141820,raw-accel,1.0
IWT0160412141820,dev,434,1581,100.0,ZNE,6000,IWT016,39.5997,141.6789,3.9,69.0,88.68,38.805,141.596,0412141820,raw-accel,1.0
MYG0040412141820,dev,596,1499,100.0,ZNE,6000,MYG004,38.7292,141.0217,3.9,69.0,50.513,38.805,141.596,0412141820,raw-accel,1.0
MYG0030412141820,dev,713,1517,100.0,ZNE,6000,MYG003,38.7348,141.3106,3.9,69.0,25.952,38.805,141.596,0412141820,raw-accel,1.0
TKS0090404060751,train,1564,1833,100.0,ZNE,6000,TKS009,33.7719,134.1995,4.0,7.0,19.048,33.898,134.339,0404060751,raw-accel,1.0
TKS0070404060751,train,1246,1565,100.0,ZNE,6000,TKS007,34.0905,134.285,4.0,7.0,21.983,33.898,134.339,0404060751,raw-accel,1.0
TKS0060404060751,train,1199,1553,100.0,ZNE,6000,TKS006,33.6692,134.4192,4.0,7.0,26.507,33.898,134.339,0404060751,raw-accel,1.0
TKS0080404060751,train,1569,1757,100.0,ZNE,6100,TKS008,33.9344,134.212,4.0,7.0,12.402,33.898,134.339,0404060751,raw-accel,1.0
TKS0050404060751,train,1547,1648,100.0,ZNE,6000,TKS005,33.8788,134.3889,4.0,7.0,5.078,33.898,134.339,0404060751,raw-accel,1.0
TKS0040404060751,train,1201,1537,100.0,ZNE,6000,TKS004,33.7749,134.5914,4.0,7.0,27.041,33.898,134.339,0404060751,raw-accel,1.0
TKS0030404060751,train,1254,1589,100.0,ZNE,6000,TKS003,33.8716,134.6039,4.0,7.0,24.635,33.898,134.339,0404060751,raw-accel,1.0
GIF0130602181621,train,1523,2326,100.0,ZNE,6000,GIF013,35.6637,137.1617,4.1,13.0,67.249,35.688,136.418,0602181621,raw-accel,1.0
AIC0040602181621,train,560,1558,100.0,ZNE,6000,AIC004,35.0632,136.9737,4.1,13.0,85.844,35.688,136.418,0602181621,raw-accel,1.0
FKI0010602181621,train,695,1476,100.0,ZNE,6000,FKI001,36.2161,136.1571,4.1,13.0,63.262,35.688,136.418,0602181621,raw-accel,1.0
FKI0060602181621,train,1215,1526,100.0,ZNE,6000,FKI006,35.7731,136.1998,4.1,13.0,21.857,35.688,136.418,0602181621,raw-accel,1.0
FKI0020602181621,train,827,1503,100.0,ZNE,6000,FKI002,36.0386,136.0137,4.1,13.0,53.374,35.688,136.418,0602181621,raw-accel,1.0
FKI0050602181621,train,1478,1900,100.0,ZNE,6100,FKI005,35.9067,136.1743,4.1,13.0,32.788,35.688,136.418,0602181621,raw-accel,1.0
SIG0040602181621,train,811,1535,100.0,ZNE,6000,SIG004,35.3476,135.9184,4.1,13.0,58.984,35.688,136.418,0602181621,raw-accel,1.0
GIF0150602181621,train,982,1573,100.0,ZNE,6000,GIF015,35.5454,136.9072,4.1,13.0,46.991,35.688,136.418,0602181621,raw-accel,1.0
GIF0120602181621,train,1535,1726,100.0,ZNE,6400,GIF012,35.6365,136.4882,4.1,13.0,8.547,35.688,136.418,0602181621,raw-accel,1.0
GIF0180602181621,train,353,1526,100.0,ZNE,6000,GIF018,35.4887,137.5,4.1,13.0,100.347,35.688,136.418,0602181621,raw-accel,1.0
GIF0070602181621,train,366,1569,100.0,ZNE,6000,GIF007,36.0378,137.4861,4.1,13.0,103.842,35.688,136.418,0602181621,raw-accel,1.0
FKI0040602181621,train,1583,2022,100.0,ZNE,6000,FKI004,35.9789,136.4865,4.1,13.0,32.94,35.688,136.418,0602181621,raw-accel,1.0
SIG0020602181621,train,914,1536,100.0,ZNE,6000,SIG002,35.4215,136.0243,4.1,13.0,46.345,35.688,136.418,0602181621,raw-accel,1.0
SIG0080602181621,train,484,1323,100.0,ZNE,6000,SIG008,35.0701,136.2946,4.1,13.0,69.632,35.688,136.418,0602181621,raw-accel,1.0
AIC0050602181621,train,390,1466,100.0,ZNE,6000,AIC005,35.1979,137.2056,4.1,13.0,89.805,35.688,136.418,0602181621,raw-accel,1.0
FKI0110602181621,train,1081,1513,100.0,ZNE,6000,FKI011,35.9053,136.6706,4.1,13.0,33.219,35.688,136.418,0602181621,raw-accel,1.0
